unit,parent_iso3,metric,year,value,unit_measure,precision,methodology_notes
FI-01,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-01,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-01,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-01,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-10,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-10,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-10,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-10,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-10,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-10,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-10,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-10,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-10,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-10,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-10,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-10,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-08,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-08,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-08,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-08,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-08,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-08,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-07,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-07,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-07,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-07,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-07,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-07,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-13,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-13,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-13,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-13,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-13,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-13,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-15,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-15,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-15,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-15,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-15,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-15,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-14,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-14,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-14,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-14,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-14,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-14,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-18,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-18,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-18,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-18,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-18,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-18,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-11,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-11,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-11,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-11,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-11,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-11,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-12,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-12,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-12,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-12,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-12,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-12,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-13,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-13,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-13,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-13,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-13,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-13,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-14,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-14,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-14,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-14,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-14,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-14,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-15,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-15,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-15,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-15,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-15,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-15,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-16,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-16,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-16,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-16,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-16,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-16,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-16,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-16,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-16,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-16,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-16,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-16,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-17,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-17,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-17,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-17,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-17,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-17,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-17,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-17,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-17,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-17,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-17,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-17,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-02,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-02,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-02,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-02,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-02,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-02,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-04,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-04,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-04,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-04,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-04,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-04,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-03,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-03,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-03,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-03,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-03,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-03,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-18,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-18,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-18,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-18,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-18,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-18,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-19,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-19,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-19,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-19,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-19,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-19,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FI-12,FIN,population,2024.0,5637214.0,people,1,Total population (World Bank estimate)
FI-12,FIN,gdp,2024.0,299835625550.781,current USD,2,GDP current US$ (World Bank estimate)
FI-12,FIN,unemployment_rate,2024.0,8.26,% of labor force,2,Unemployment rate (modeled ILO estimate)
FI-12,FIN,inflation_cpi,2024.0,1.56568906231616,% change,2,"Inflation, consumer prices annual %"
FI-12,FIN,labour_force_participation,2024.0,60.228,% of population,2,Labor force participation rate (modeled ILO estimate)
FI-12,FIN,broadband_subscriptions,2023.0,35.3318,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FJ-01,FJI,population,2024.0,928784.0,people,1,Total population (World Bank estimate)
FJ-01,FJI,gdp,2024.0,5840564072.77313,current USD,2,GDP current US$ (World Bank estimate)
FJ-01,FJI,unemployment_rate,2024.0,4.307,% of labor force,2,Unemployment rate (modeled ILO estimate)
FJ-01,FJI,inflation_cpi,2024.0,4.51138256524156,% change,2,"Inflation, consumer prices annual %"
FJ-01,FJI,labour_force_participation,2024.0,57.272,% of population,2,Labor force participation rate (modeled ILO estimate)
FJ-01,FJI,broadband_subscriptions,,,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FJ-02,FJI,population,2024.0,928784.0,people,1,Total population (World Bank estimate)
FJ-02,FJI,gdp,2024.0,5840564072.77313,current USD,2,GDP current US$ (World Bank estimate)
FJ-02,FJI,unemployment_rate,2024.0,4.307,% of labor force,2,Unemployment rate (modeled ILO estimate)
FJ-02,FJI,inflation_cpi,2024.0,4.51138256524156,% change,2,"Inflation, consumer prices annual %"
FJ-02,FJI,labour_force_participation,2024.0,57.272,% of population,2,Labor force participation rate (modeled ILO estimate)
FJ-02,FJI,broadband_subscriptions,,,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FJ-03,FJI,population,2024.0,928784.0,people,1,Total population (World Bank estimate)
FJ-03,FJI,gdp,2024.0,5840564072.77313,current USD,2,GDP current US$ (World Bank estimate)
FJ-03,FJI,unemployment_rate,2024.0,4.307,% of labor force,2,Unemployment rate (modeled ILO estimate)
FJ-03,FJI,inflation_cpi,2024.0,4.51138256524156,% change,2,"Inflation, consumer prices annual %"
FJ-03,FJI,labour_force_participation,2024.0,57.272,% of population,2,Labor force participation rate (modeled ILO estimate)
FJ-03,FJI,broadband_subscriptions,,,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
FJ-C,FJI,population,2024.0,928784.0,people,1,Total population (World Bank estimate)
FJ-C,FJI,gdp,2024.0,5840564072.77313,current USD,2,GDP current US$ (World Bank estimate)
FJ-C,FJI,unemployment_rate,2024.0,4.307,% of labor force,2,Unemployment rate (modeled ILO estimate)
